Date,Open,High,Low,Close,Adj Close,Volume
9/19/2017,144.789993,144.979996,144.220001,144.389999,140.012955,3464400
9/20/2017,144.929993,145.880005,144.419998,145.880005,141.457794,5447500
9/21/2017,145.649994,145.889999,145.100006,145.259995,140.856583,2555600
9/22/2017,145.589996,145.589996,144.589996,145.130005,140.73053,2792300
9/25/2017,145.119995,146.029999,144.910004,145.869995,141.448074,5213100
9/26/2017,146.360001,147.419998,145.940002,146.559998,142.117188,4488600
9/27/2017,146.679993,146.899994,145.029999,145.660004,141.244461,3502700
9/28/2017,145.660004,145.860001,144.210007,145.660004,141.244461,2774800
9/29/2017,145.449997,145.690002,144.919998,145.080002,140.682037,2654700
10/2/2017,145.350006,146.869995,145.210007,146.660004,142.214157,2973200
10/3/2017,146.690002,147.199997,146.339996,146.779999,142.330505,2302700
10/4/2017,147,147.020004,146.110001,146.479996,142.039597,2244400
10/5/2017,146.679993,147.539993,146.479996,146.720001,142.272324,2686500
10/6/2017,146.639999,146.850006,146.320007,146.479996,142.039597,2623200
10/9/2017,146.5,147.789993,146.350006,147.389999,142.922012,2682600
10/10/2017,147.710007,148.949997,147.649994,148.5,143.998367,4032600
10/11/2017,148.399994,148.470001,147.279999,147.619995,143.145035,3702200
10/12/2017,147.559998,147.889999,146.770004,147.029999,142.572937,3264300
10/13/2017,147.479996,147.850006,146.940002,147.100006,142.640808,2506600
10/16/2017,147.220001,147.669998,146.509995,146.830002,142.378983,3052100
10/17/2017,146.630005,147.119995,146.179993,146.539993,142.097778,6372400
10/18/2017,157.119995,161.229996,156.949997,159.529999,154.694,30490200
10/19/2017,159.800003,160.960007,159.089996,160.899994,156.022461,9914200
10/20/2017,161.070007,162.479996,159.770004,162.070007,157.157013,7868800
10/23/2017,162.050003,162.509995,159.539993,159.550003,154.713409,5779400
10/24/2017,159.649994,159.699997,155.169998,155.880005,151.154648,8194700
10/25/2017,156.009995,156.369995,153.059998,153.5,148.846786,6921100
10/26/2017,154.309998,155.119995,153.539993,153.600006,148.943787,4300500
10/27/2017,154.539993,154.630005,152.910004,153.679993,149.021347,4895200
10/30/2017,153.759995,154.589996,152.710007,154.360001,149.680725,4210400
10/31/2017,154.330002,154.929993,152.929993,154.059998,149.389816,4328300
11/1/2017,154.100006,154.899994,153.830002,154.029999,149.360733,3240200
11/2/2017,154.179993,154.490005,152.910004,153.350006,148.701355,3397600
11/3/2017,153.419998,153.470001,151.490005,151.580002,146.985016,4431800
11/6/2017,151.770004,151.820007,150.279999,150.839996,146.267441,4498400
11/7/2017,151.369995,151.509995,150.5,151.350006,146.761978,3701100
11/8/2017,151.600006,151.789993,150.279999,151.570007,146.975311,4634400
11/9/2017,149.929993,151.800003,149.860001,150.300003,147.200562,4776500
11/10/2017,150.649994,150.889999,149.139999,149.160004,146.084061,4307300
11/13/2017,148.880005,149,147.919998,148.399994,145.339722,5107500
11/14/2017,147.949997,148.970001,147.490005,148.889999,145.819641,3758000
11/15/2017,148,148.710007,146.210007,147.100006,144.066559,4773300
11/16/2017,147.729996,149.649994,147.5,149.119995,146.044876,5446500
11/17/2017,149.339996,150.149994,148.830002,148.970001,145.89798,4916500
11/20/2017,150.639999,151.949997,149.899994,150.509995,147.406219,5676500
11/21/2017,151.300003,152.449997,151.199997,151.949997,148.816528,3756200
11/22/2017,152,152.389999,151.330002,151.770004,148.640259,3213600
11/24/2017,151.949997,152.199997,151.330002,151.839996,148.708786,1193000
11/27/2017,152.059998,152.490005,151.619995,151.979996,148.845901,3374000
11/28/2017,152.350006,152.929993,151.699997,152.470001,149.325806,3973700
11/29/2017,152.809998,153.610001,152.169998,153.550003,150.383545,5098700
11/30/2017,153.649994,154.410004,153.080002,153.970001,150.794876,6500800
12/1/2017,154.399994,155.020004,152.910004,154.759995,151.568573,5567900
12/4/2017,155.960007,156.800003,155.070007,156.460007,153.233536,4664300
12/5/2017,156.449997,156.740005,154.679993,155.350006,152.146423,5068000
12/6/2017,154.100006,156.220001,154.089996,154.100006,150.922195,3410700
12/7/2017,153.589996,154.449997,153.259995,153.570007,150.403122,3771100
12/8/2017,154.979996,155.029999,153.550003,154.809998,151.617538,3520300
12/11/2017,155.460007,155.889999,154.570007,155.410004,152.20517,4102700
12/12/2017,157.300003,157.850006,155.160004,156.740005,153.507767,6321800
12/13/2017,156.600006,156.729996,153.889999,153.910004,150.736115,5661600
12/14/2017,154.600006,155.110001,153.699997,154,150.824249,4637400
12/15/2017,153.610001,153.800003,152.029999,152.5,149.355179,11279900
12/18/2017,153.589996,154.179993,153.210007,153.330002,150.168076,5092800
12/19/2017,154.050003,154.169998,153.089996,153.229996,150.070129,4116400
12/20/2017,153.649994,153.889999,152.779999,152.949997,149.795898,3785700
12/21/2017,153.169998,153.460007,151.490005,151.5,148.375809,4153900
12/22/2017,151.820007,153,151.5,152.5,149.355179,2990600
12/26/2017,152.509995,153.860001,152.5,152.830002,149.678391,2479000
12/27/2017,152.949997,153.179993,152.610001,153.130005,149.972198,2149300
12/28/2017,153.199997,154.119995,153.199997,154.039993,150.863419,2687600
12/29/2017,154.169998,154.720001,153.419998,153.419998,150.25621,3327100
1/2/2018,154.5,154.809998,153.539993,154.25,151.069092,4202500
1/3/2018,157.339996,159.809998,156.330002,158.490005,155.221664,9441600
1/4/2018,159.649994,162.320007,159.369995,161.699997,158.365463,7556200
1/5/2018,162.440002,162.899994,161.100006,162.490005,159.139175,5195800
1/8/2018,162.660004,163.910004,161.699997,163.470001,160.098969,5237500
1/9/2018,163.899994,164.529999,163.059998,163.830002,160.451538,4341800
1/10/2018,162.910004,164.330002,162.5,164.179993,160.794312,4174100
1/11/2018,164.800003,164.940002,163.300003,164.199997,160.813919,3794500
1/12/2018,164.020004,164.740005,163.029999,163.139999,159.775772,5031900
1/16/2018,165.100006,165.289993,163.350006,163.850006,160.471146,7794200
1/17/2018,168.009995,169.130005,167.259995,168.649994,165.172134,11630500
1/18/2018,170,171.130005,168.149994,169.119995,165.632446,14259300
1/19/2018,164.460007,165.399994,161.300003,162.369995,159.021652,21172500
1/22/2018,161.509995,163.979996,161.110001,162.600006,159.246918,8480800
1/23/2018,162.820007,166.259995,162.509995,166.25,162.82164,7466200
1/24/2018,166.75,168.720001,164.820007,165.369995,161.959778,5645000
1/25/2018,165.910004,166.779999,165.190002,165.470001,162.057724,3302500
1/26/2018,166.119995,167.410004,165.789993,167.339996,163.88916,3787900
1/29/2018,167.449997,168.389999,166.009995,166.800003,163.360291,3517000
1/30/2018,166.210007,166.770004,163.160004,163.619995,160.245865,4902300
1/31/2018,163.75,164.990005,162.759995,163.699997,160.324219,4072800
2/1/2018,163.190002,164.130005,161.899994,162.399994,159.051025,4434200
2/2/2018,161.699997,162,158.869995,159.029999,155.750534,5251900
2/5/2018,157.889999,158.5,150,152.529999,149.384567,8746600
2/6/2018,150.289993,155.490005,149.110001,155.339996,152.136627,9867700
2/7/2018,154.169998,155.339996,153.279999,153.850006,150.677353,6149200
2/8/2018,152.479996,153.160004,147.5,147.589996,145.969604,6779100
2/9/2018,148.600006,150.539993,144.399994,149.509995,147.86853,7828300
2/12/2018,150.899994,152.399994,150.300003,151.399994,149.737778,5881400
2/13/2018,150.899994,151.179993,149.639999,150.75,149.09491,4891000
2/14/2018,150.190002,155,150,154.759995,153.060883,5479000
2/15/2018,155.5,156.860001,153.699997,156.009995,154.297165,5623600
2/16/2018,155.710007,157.789993,155.690002,156.179993,154.465286,4282900
2/20/2018,155.789993,155.960007,153.869995,155.160004,153.456497,4489600
2/21/2018,155.429993,156.789993,153.899994,153.960007,152.269684,3728600
2/22/2018,154.5,155.039993,152.789993,153.179993,151.49823,4024600
2/23/2018,154.300003,155.850006,154.070007,155.520004,153.812546,3256100
2/26/2018,155.809998,158.880005,155.509995,158.580002,156.838959,3610300
2/27/2018,158.460007,159.779999,156.529999,156.550003,154.831238,4237300
2/28/2018,157.5,158.139999,155.800003,155.830002,154.119141,3803500
3/1/2018,155.529999,156.970001,152.789993,153.809998,152.121323,4039300
3/2/2018,152.789993,154.759995,151.880005,154.490005,152.793854,3261100
3/5/2018,154.119995,157.490005,153.75,156.949997,155.226837,3670600
3/6/2018,157.279999,157.889999,155.160004,155.720001,154.010345,3685700
3/7/2018,155,158.830002,154.729996,158.320007,156.581818,4607700
3/8/2018,159,159.570007,155.070007,156.210007,154.49498,6455600
3/9/2018,157.470001,159.580002,157.300003,159.309998,157.560928,5022200
3/12/2018,159.639999,161.020004,158.869995,160.259995,158.500504,5063500
3/13/2018,160.089996,162.110001,158.809998,159.320007,157.570831,4185600
3/14/2018,160.169998,160.679993,157.740005,158.119995,156.384003,3631800
3/15/2018,158.710007,161.25,158.520004,159.610001,157.857635,3870600
3/16/2018,160.059998,161.979996,159.639999,160.259995,158.500504,9262700
3/19/2018,159.710007,159.889999,156.449997,157.350006,155.622467,5482000
3/20/2018,157.520004,157.929993,155.289993,156.199997,154.485077,4336700
3/21/2018,156.570007,158.199997,155.919998,156.690002,154.969696,3482200
3/22/2018,155,155.25,152,152.089996,150.420197,4746300
3/23/2018,152.25,152.580002,148.539993,148.889999,147.255341,4440900
3/26/2018,151.210007,153.660004,150.279999,153.369995,151.686142,4103900
3/27/2018,153.949997,154.869995,151.160004,151.910004,150.242188,3883700
3/28/2018,152.070007,153.860001,151.889999,152.520004,150.84549,3664800
3/29/2018,153.070007,153.889999,151.080002,153.429993,151.745483,3420000
4/2/2018,153.339996,153.380005,148.429993,150.070007,148.422394,5150400
4/3/2018,150.800003,151,148.300003,149.850006,148.204803,4135700
4/4/2018,147.889999,154.470001,147.449997,154.119995,152.427917,4805300
4/5/2018,154.440002,154.919998,153.339996,154.029999,152.338898,3185400
4/6/2018,153.460007,153.949997,149.539993,150.570007,148.916901,3672900
4/9/2018,151.800003,154.660004,151.740005,152.690002,151.013626,4413200
4/10/2018,155.029999,156.600006,154.75,155.389999,153.683975,3806400
4/11/2018,154.369995,155.779999,153.880005,155.360001,153.654297,3306500
4/12/2018,156.75,158.979996,156.669998,158.070007,156.334564,5639400
4/13/2018,158.669998,159.220001,155.910004,156.710007,154.989487,4057100
4/16/2018,157.990005,159.139999,157.669998,157.889999,156.156525,4186800
4/17/2018,158.820007,162,158.509995,160.910004,159.143372,10207500
4/18/2018,152.139999,152.630005,148.259995,148.789993,147.156433,20381700
4/19/2018,149.190002,149.210007,146.619995,147.699997,146.0784,8086100
4/20/2018,147.899994,147.970001,144.509995,144.899994,143.309143,8265600
4/23/2018,145.029999,145.960007,144.330002,145.860001,144.258606,5315600
4/24/2018,146.509995,147.300003,144.529999,145.559998,143.961899,4916500
4/25/2018,145.789993,146.399994,144.110001,145.940002,144.337723,7326400
4/26/2018,146.600006,147.360001,146.199997,146.720001,145.109161,4265800
4/27/2018,146.839996,147.25,145.660004,146.479996,144.871796,3205500
4/30/2018,146.860001,147.380005,144.960007,144.960007,143.368484,4415500
5/1/2018,144.649994,145.020004,143.470001,145,143.408051,4433400
5/2/2018,144.460007,144.820007,142.070007,142.449997,140.886032,5194900
5/3/2018,142.130005,142.229996,139.899994,141.990005,140.431091,5018600
5/4/2018,141.100006,144.350006,140.279999,143.910004,142.330017,4402200
5/7/2018,144,144.320007,142.639999,143.220001,141.647583,3657000
5/8/2018,143,143.509995,142.059998,143,141.430008,5369100
5/9/2018,141.899994,143.020004,141.279999,142.610001,142.610001,4196000
5/10/2018,143.149994,144.330002,143.009995,144.240005,144.240005,3726600
5/11/2018,144.110001,144.850006,143.580002,144.139999,144.139999,3073200
5/14/2018,144.470001,145.119995,144.139999,144.300003,144.300003,3216100
5/15/2018,143.5,143.990005,142.919998,143.740005,143.740005,4089400
5/16/2018,143.699997,145.029999,143.270004,144.630005,144.630005,3168700
5/17/2018,144.5,145.190002,143.770004,144.5,144.5,3147700
5/18/2018,144.470001,144.940002,143.990005,144.080002,144.080002,2682200
5/21/2018,144.949997,146.039993,144.679993,145.490005,145.490005,2894700
5/22/2018,145.520004,146.199997,145,145.089996,145.089996,2284000
5/23/2018,144.350006,144.699997,143.479996,144.669998,144.669998,3382000
5/24/2018,144.389999,144.479996,142.949997,144.070007,144.070007,3390100
5/25/2018,143.899994,144.570007,143.460007,143.639999,143.639999,4914300
5/29/2018,142.529999,142.889999,140.210007,141.220001,141.220001,4518700
5/30/2018,141.899994,143.100006,141.820007,142.619995,142.619995,5118500
5/31/2018,142.809998,142.809998,141.050003,141.309998,141.309998,6830300
6/1/2018,142.429993,142.839996,141.619995,141.949997,141.949997,3835800
6/4/2018,142.300003,143.169998,142.179993,143.039993,143.039993,2920200
6/5/2018,143.050003,144.080002,143.039993,143.699997,143.699997,2836000
6/6/2018,144.339996,144.720001,143.539993,144.710007,144.710007,3220100
6/7/2018,145,146.699997,144.929993,145.360001,145.360001,4316500
6/8/2018,145,146.429993,144.369995,146.139999,146.139999,5210500
6/11/2018,146.619995,147.410004,146.139999,146.580002,146.580002,3260000
6/12/2018,147.100006,147.520004,146.619995,146.869995,146.869995,2640500
6/13/2018,146.789993,147.470001,146.199997,146.350006,146.350006,2968200
6/14/2018,146.649994,146.979996,145.089996,145.199997,145.199997,3326300
6/15/2018,144.899994,145.470001,143.699997,145.389999,145.389999,9116000
6/18/2018,144.179993,144.520004,143.139999,144.479996,144.479996,4286400
6/19/2018,143.119995,144.220001,142.949997,143.899994,143.899994,3487000
6/20/2018,144.220001,144.520004,142.410004,142.630005,142.630005,3329900
6/21/2018,142.589996,143.139999,140.830002,141.25,141.25,3887700
6/22/2018,141.639999,141.809998,140.779999,141.279999,141.279999,5611300
6/25/2018,140.399994,140.399994,138.279999,138.789993,138.789993,8937100
6/26/2018,139.360001,139.850006,138.330002,139.080002,139.080002,4139500
6/27/2018,139.110001,139.779999,137.449997,137.479996,137.479996,4101800
6/28/2018,138.100006,140.539993,137.949997,140.039993,140.039993,4523700
6/29/2018,140.320007,141.360001,139.610001,139.699997,139.699997,3710100
7/2/2018,138.279999,140.220001,138.199997,139.860001,139.860001,3405400
7/3/2018,140.649994,140.940002,139.369995,139.570007,139.570007,1963200
7/5/2018,140.479996,141.429993,139.929993,141.429993,141.429993,3744700
7/6/2018,141.529999,142.940002,141.169998,142.479996,142.479996,2849000
7/9/2018,142.589996,144.720001,142.470001,144.389999,144.389999,3904700
7/10/2018,144.509995,145.589996,144.259995,144.710007,144.710007,3777000
7/11/2018,144,146.190002,144,144.940002,144.940002,3526600
7/12/2018,145.850006,146.830002,145.740005,146.449997,146.449997,3119500
7/13/2018,146.449997,146.979996,145.800003,145.899994,145.899994,3062600
7/16/2018,145.669998,145.789993,144.210007,145.460007,145.460007,3468800
7/17/2018,144.75,145,143.339996,143.490005,143.490005,5096700
7/18/2018,143.509995,144.800003,142.740005,144.520004,144.520004,6935300
7/19/2018,147.850006,150.539993,147.25,149.240005,149.240005,14655800
7/20/2018,148.580002,148.860001,146.259995,146.350006,146.350006,6414600
7/23/2018,146.350006,146.699997,145.009995,145.699997,145.699997,3897900
7/24/2018,146.699997,147.039993,145.919998,146.380005,146.380005,3891600
7/25/2018,146.009995,146.649994,145.5,146.619995,146.619995,3630900
7/26/2018,147.429993,149.270004,146.630005,146.710007,146.710007,4778000
7/27/2018,146.889999,147.139999,144.660004,145.149994,145.149994,3749300
7/30/2018,144.800003,146.240005,144.690002,145.490005,145.490005,3608200
7/31/2018,145.740005,145.800003,144.160004,144.929993,144.929993,5474200
8/1/2018,144.759995,145.190002,143.580002,143.630005,143.630005,2130721
