Date,Close
1/2/2020 16:00:00,39.65
1/3/2020 16:00:00,39.3
1/6/2020 16:00:00,39.22
1/7/2020 16:00:00,38.85
1/8/2020 16:00:00,38.72
1/9/2020 16:00:00,39.12
1/10/2020 16:00:00,38.79
1/13/2020 16:00:00,38.63
1/14/2020 16:00:00,38.73
1/15/2020 16:00:00,38.43
1/16/2020 16:00:00,38.63
1/17/2020 16:00:00,38.32
1/21/2020 16:00:00,38.53
1/22/2020 16:00:00,38.7
1/23/2020 16:00:00,38.6
1/24/2020 16:00:00,38.12
1/27/2020 16:00:00,38.62
1/28/2020 16:00:00,38.87
1/29/2020 16:00:00,38.63
1/30/2020 16:00:00,38.86
1/31/2020 16:00:00,38.16
2/3/2020 16:00:00,38.09
2/4/2020 16:00:00,38.42
2/5/2020 16:00:00,38.94
2/6/2020 16:00:00,38.77
2/7/2020 16:00:00,38.82
2/10/2020 16:00:00,38.42
2/11/2020 16:00:00,38.47
2/12/2020 16:00:00,38.62
2/13/2020 16:00:00,39.15
2/14/2020 16:00:00,39.3
2/18/2020 16:00:00,39.88
2/19/2020 16:00:00,39.23
2/20/2020 16:00:00,39.23
2/21/2020 16:00:00,39.53
2/24/2020 16:00:00,38.77
2/25/2020 16:00:00,38.13
2/26/2020 16:00:00,37.93
2/27/2020 16:00:00,36.8
2/28/2020 16:00:00,35.89
3/2/2020 16:00:00,38.63
3/3/2020 16:00:00,37.64
3/4/2020 16:00:00,38.92
3/5/2020 16:00:00,38.64
3/6/2020 16:00:00,39.08
3/9/2020 16:00:00,39.05
3/10/2020 16:00:00,39.93
3/11/2020 16:00:00,38.14
3/12/2020 16:00:00,34.68
3/13/2020 16:00:00,38.03
3/16/2020 16:00:00,35.59
3/17/2020 16:00:00,39.75
3/18/2020 16:00:00,40.86
3/19/2020 16:00:00,39.82
3/20/2020 16:00:00,37.99
3/23/2020 16:00:00,38.09
3/24/2020 16:00:00,38.34
3/25/2020 16:00:00,36.47
3/26/2020 16:00:00,36.61
3/27/2020 16:00:00,36.53
3/30/2020 16:00:00,38.4
3/31/2020 16:00:00,37.87
4/1/2020 16:00:00,38.05
4/2/2020 16:00:00,39.55
4/3/2020 16:00:00,39.83
4/6/2020 16:00:00,42.02
4/7/2020 16:00:00,40.66
4/8/2020 16:00:00,40.61
4/9/2020 16:00:00,40.6
4/13/2020 16:00:00,41.77
4/14/2020 16:00:00,43
4/15/2020 16:00:00,42.92
4/16/2020 16:00:00,44.11
4/17/2020 16:00:00,44.04
4/20/2020 16:00:00,43.28
4/21/2020 16:00:00,43.07
4/22/2020 16:00:00,43.86
4/23/2020 16:00:00,42.84
4/24/2020 16:00:00,43.15
4/27/2020 16:00:00,42.77
4/28/2020 16:00:00,42.67
4/29/2020 16:00:00,41.2
4/30/2020 16:00:00,40.52
5/1/2020 16:00:00,40.97
5/4/2020 16:00:00,41.23
5/5/2020 16:00:00,41.58
5/6/2020 16:00:00,41.1
5/7/2020 16:00:00,40.63
5/8/2020 16:00:00,40.98
5/11/2020 16:00:00,41.22
5/12/2020 16:00:00,41.26
5/13/2020 16:00:00,41.24
5/14/2020 16:00:00,41.14
5/15/2020 16:00:00,41.98
5/18/2020 16:00:00,42.55
5/19/2020 16:00:00,41.65
5/20/2020 16:00:00,41.82
5/21/2020 16:00:00,41.66
5/22/2020 16:00:00,41.44
5/26/2020 16:00:00,41.29
5/27/2020 16:00:00,40.83
5/28/2020 16:00:00,41.23
5/29/2020 16:00:00,41.35
6/1/2020 16:00:00,41.32
6/2/2020 16:00:00,41.31
6/3/2020 16:00:00,41.16
6/4/2020 16:00:00,40.7
6/5/2020 16:00:00,40.52
6/8/2020 16:00:00,40.41
6/9/2020 16:00:00,40.45
6/10/2020 16:00:00,40.39
6/11/2020 16:00:00,40.03
6/12/2020 16:00:00,39.25
6/15/2020 16:00:00,39.36
6/16/2020 16:00:00,39.88
6/17/2020 16:00:00,39.68
6/18/2020 16:00:00,39.33
6/19/2020 16:00:00,39.95
6/22/2020 16:00:00,40.56
6/23/2020 16:00:00,40.36
6/24/2020 16:00:00,40.1
6/25/2020 16:00:00,39.9
6/26/2020 16:00:00,39.44
6/29/2020 16:00:00,39.69
6/30/2020 16:00:00,39.93
7/1/2020 16:00:00,39.9
7/2/2020 16:00:00,39.74
7/6/2020 16:00:00,39.63
7/7/2020 16:00:00,42.32
7/8/2020 16:00:00,41.48
7/9/2020 16:00:00,42.58
7/10/2020 16:00:00,43.56
7/13/2020 16:00:00,43.17
7/14/2020 16:00:00,44
7/15/2020 16:00:00,44
7/16/2020 16:00:00,44.07
7/17/2020 16:00:00,43.91
7/20/2020 16:00:00,43.82
7/21/2020 16:00:00,44.11
7/22/2020 16:00:00,44.22
7/23/2020 16:00:00,43.88
7/24/2020 16:00:00,43.75
7/27/2020 16:00:00,43.74
7/28/2020 16:00:00,43.92
7/29/2020 16:00:00,43.56
7/30/2020 16:00:00,43.37
7/31/2020 16:00:00,43.13
8/3/2020 16:00:00,43.1
8/4/2020 16:00:00,43.88
8/5/2020 16:00:00,43.27
8/6/2020 16:00:00,43.12
8/7/2020 16:00:00,43.32
8/10/2020 16:00:00,43.96
8/11/2020 16:00:00,43.4
8/12/2020 16:00:00,43.96
8/13/2020 16:00:00,43.95
8/14/2020 16:00:00,44.2
8/17/2020 16:00:00,45.2
8/18/2020 16:00:00,44.9
8/19/2020 16:00:00,44.14
8/20/2020 16:00:00,43.52
8/21/2020 16:00:00,43.88
8/24/2020 16:00:00,43.78
8/25/2020 16:00:00,43.54
8/26/2020 16:00:00,43.57
8/27/2020 16:00:00,45.54
8/28/2020 16:00:00,46.77
8/31/2020 16:00:00,46.28
9/1/2020 16:00:00,49.2
9/2/2020 16:00:00,49.23
9/3/2020 16:00:00,48.18
9/4/2020 16:00:00,47.61
9/8/2020 16:00:00,46.15
9/9/2020 16:00:00,46.63
9/10/2020 16:00:00,45.6
9/11/2020 16:00:00,45.57
9/14/2020 16:00:00,45.77
9/15/2020 16:00:00,45.79
9/16/2020 16:00:00,45.42
9/17/2020 16:00:00,45.56
9/18/2020 16:00:00,45.1
9/21/2020 16:00:00,45.69
9/22/2020 16:00:00,46.1
9/23/2020 16:00:00,45.33
9/24/2020 16:00:00,45.57
9/25/2020 16:00:00,45.76
9/28/2020 16:00:00,45.75
9/29/2020 16:00:00,45.71
9/30/2020 16:00:00,46.64
10/1/2020 16:00:00,47.69
10/2/2020 16:00:00,46.83
10/5/2020 16:00:00,47.27
10/6/2020 16:00:00,46.88
10/7/2020 16:00:00,46.96
10/8/2020 16:00:00,47.12
10/9/2020 16:00:00,47.59
10/12/2020 16:00:00,48.08
10/13/2020 16:00:00,48.74
10/14/2020 16:00:00,47.98
10/15/2020 16:00:00,48.18
10/16/2020 16:00:00,48.24
10/19/2020 16:00:00,47.65
10/20/2020 16:00:00,47.97
10/21/2020 16:00:00,48.13
10/22/2020 16:00:00,47.85
10/23/2020 16:00:00,47.95
10/26/2020 16:00:00,47.39
10/27/2020 16:00:00,47.62
10/28/2020 16:00:00,46.68
10/29/2020 16:00:00,46.64
10/30/2020 16:00:00,46.25
11/2/2020 16:00:00,46.8
11/3/2020 16:00:00,47.59
11/4/2020 16:00:00,47.32
11/5/2020 16:00:00,47.82
11/6/2020 16:00:00,48.59
11/9/2020 16:00:00,47.85
11/10/2020 16:00:00,48.52
11/11/2020 16:00:00,49.33
11/12/2020 16:00:00,49.41
11/13/2020 16:00:00,50.18
11/16/2020 16:00:00,50.81
11/17/2020 16:00:00,49.79
11/18/2020 16:00:00,49.7
11/19/2020 16:00:00,50.71
11/20/2020 16:00:00,50.08
11/23/2020 16:00:00,50.31
11/24/2020 16:00:00,50.45
11/25/2020 16:00:00,50.61
11/27/2020 13:00:00,50.53
11/30/2020 16:00:00,50.93
12/1/2020 16:00:00,50.88
12/2/2020 16:00:00,50.17
12/3/2020 16:00:00,49.77
12/4/2020 16:00:00,49.64
12/7/2020 16:00:00,49.37
12/8/2020 16:00:00,49.82
12/9/2020 16:00:00,49.42
12/10/2020 16:00:00,49.01
12/11/2020 16:00:00,49
12/14/2020 16:00:00,48.55
12/15/2020 16:00:00,48.53
12/16/2020 16:00:00,48.48
12/17/2020 16:00:00,48.7
12/18/2020 16:00:00,48.65
12/21/2020 16:00:00,48.66
12/22/2020 16:00:00,48.07
12/23/2020 16:00:00,47.74
12/24/2020 13:00:00,47.83
12/28/2020 16:00:00,48.41
12/29/2020 16:00:00,48.1
12/30/2020 16:00:00,48.06
12/31/2020 16:00:00,48.05
1/4/2021 16:00:00,48.84
1/5/2021 16:00:00,48.58
1/6/2021 16:00:00,48.89
1/7/2021 16:00:00,48.88
1/8/2021 16:00:00,48.88
1/11/2021 16:00:00,49.1
1/12/2021 16:00:00,49.66
1/13/2021 16:00:00,49.15
1/14/2021 16:00:00,48.99
1/15/2021 16:00:00,48.21
1/19/2021 16:00:00,47.8
1/20/2021 16:00:00,48.5
1/21/2021 16:00:00,48.28
1/22/2021 16:00:00,48.78
1/25/2021 16:00:00,48.73
1/26/2021 16:00:00,49.17
1/27/2021 16:00:00,47.95
1/28/2021 16:00:00,47.92
1/29/2021 16:00:00,46.83
2/1/2021 16:00:00,46.42
2/2/2021 16:00:00,46.92
2/3/2021 16:00:00,47.07
2/4/2021 16:00:00,47.51
2/5/2021 16:00:00,48.12
2/8/2021 16:00:00,48.34
2/9/2021 16:00:00,48.61
2/10/2021 16:00:00,48.04
2/11/2021 16:00:00,48.01
2/12/2021 16:00:00,48.16
