Date,Close
1/2/2020 16:00:00,129.35
1/3/2020 16:00:00,128.32
1/6/2020 16:00:00,128.09
1/7/2020 16:00:00,128.17
1/8/2020 16:00:00,129.24
1/9/2020 16:00:00,130.61
1/10/2020 16:00:00,130.56
1/13/2020 16:00:00,130.48
1/14/2020 16:00:00,129.73
1/15/2020 16:00:00,130.49
1/16/2020 16:00:00,131.79
1/17/2020 16:00:00,132.11
1/21/2020 16:00:00,132.93
1/22/2020 16:00:00,137.44
1/23/2020 16:00:00,136.46
1/24/2020 16:00:00,134.26
1/27/2020 16:00:00,132.4
1/28/2020 16:00:00,133.29
1/29/2020 16:00:00,131.52
1/30/2020 16:00:00,130.64
1/31/2020 16:00:00,137.29
2/3/2020 16:00:00,139.71
2/4/2020 16:00:00,142.42
2/5/2020 16:00:00,149.32
2/6/2020 16:00:00,149.73
2/7/2020 16:00:00,146.53
2/10/2020 16:00:00,147.51
2/11/2020 16:00:00,146.6
2/12/2020 16:00:00,148.35
2/13/2020 16:00:00,147.39
2/14/2020 16:00:00,143.94
2/18/2020 16:00:00,144.33
2/19/2020 16:00:00,144.1
2/20/2020 16:00:00,144.44
2/21/2020 16:00:00,143.12
2/24/2020 16:00:00,139.86
2/25/2020 16:00:00,135.36
2/26/2020 16:00:00,133.48
2/27/2020 16:00:00,127.14
2/28/2020 16:00:00,124.31
3/2/2020 16:00:00,128.28
3/3/2020 16:00:00,123.12
3/4/2020 16:00:00,128.2
3/5/2020 16:00:00,123.74
3/6/2020 16:00:00,122
3/9/2020 16:00:00,112.53
3/10/2020 16:00:00,119.18
3/11/2020 16:00:00,112.68
3/12/2020 16:00:00,98.2
3/13/2020 16:00:00,103.11
3/16/2020 16:00:00,94.64
3/17/2020 16:00:00,101.87
3/18/2020 16:00:00,98.91
3/19/2020 16:00:00,95.84
3/20/2020 16:00:00,91.11
3/23/2020 16:00:00,90.52
3/24/2020 16:00:00,100.75
3/25/2020 16:00:00,101.1
3/26/2020 16:00:00,107.83
3/27/2020 16:00:00,103.19
3/30/2020 16:00:00,107.87
3/31/2020 16:00:00,105.96
4/1/2020 16:00:00,100.43
4/2/2020 16:00:00,105.07
4/3/2020 16:00:00,101.57
4/6/2020 16:00:00,109.67
4/7/2020 16:00:00,109.79
4/8/2020 16:00:00,113.94
4/9/2020 16:00:00,116.05
4/13/2020 16:00:00,115.72
4/14/2020 16:00:00,118.35
4/15/2020 16:00:00,113.37
4/16/2020 16:00:00,110.54
4/17/2020 16:00:00,114.73
4/20/2020 16:00:00,115.01
4/21/2020 16:00:00,111.52
4/22/2020 16:00:00,113.96
4/23/2020 16:00:00,115.91
4/24/2020 16:00:00,119.13
4/27/2020 16:00:00,120.27
4/28/2020 16:00:00,120.61
4/29/2020 16:00:00,122.92
4/30/2020 16:00:00,119.93
5/1/2020 16:00:00,116.41
5/4/2020 16:00:00,116.22
5/5/2020 16:00:00,117.08
5/6/2020 16:00:00,117.65
5/7/2020 16:00:00,115.79
5/8/2020 16:00:00,117.48
5/11/2020 16:00:00,117.09
5/12/2020 16:00:00,114.87
5/13/2020 16:00:00,110.54
5/14/2020 16:00:00,111.71
5/15/2020 16:00:00,111.74
5/18/2020 16:00:00,116.11
5/19/2020 16:00:00,114.9
5/20/2020 16:00:00,115.94
5/21/2020 16:00:00,113.78
5/22/2020 16:00:00,113.08
5/26/2020 16:00:00,116.3
5/27/2020 16:00:00,119.91
5/28/2020 16:00:00,118.95
5/29/2020 16:00:00,119.3
6/1/2020 16:00:00,119.29
6/2/2020 16:00:00,120.35
6/3/2020 16:00:00,123.26
6/4/2020 16:00:00,123.11
6/5/2020 16:00:00,126.14
6/8/2020 16:00:00,129.66
6/9/2020 16:00:00,125.96
6/10/2020 16:00:00,124.05
6/11/2020 16:00:00,112.72
6/12/2020 16:00:00,116.44
6/15/2020 16:00:00,116.2
6/16/2020 16:00:00,119.54
6/17/2020 16:00:00,118.58
6/18/2020 16:00:00,118.59
6/19/2020 16:00:00,116.98
6/22/2020 16:00:00,115.64
6/23/2020 16:00:00,114.06
6/24/2020 16:00:00,111.2
6/25/2020 16:00:00,113.69
6/26/2020 16:00:00,111.94
6/29/2020 16:00:00,114.38
6/30/2020 16:00:00,115.36
7/1/2020 16:00:00,113.23
7/2/2020 16:00:00,114.33
7/6/2020 16:00:00,114.8
7/7/2020 16:00:00,112.31
7/8/2020 16:00:00,112.43
7/9/2020 16:00:00,110.52
7/10/2020 16:00:00,113.04
7/13/2020 16:00:00,113.86
7/14/2020 16:00:00,115.19
7/15/2020 16:00:00,117.49
7/16/2020 16:00:00,118.45
7/17/2020 16:00:00,119.5
7/20/2020 16:00:00,120.7
7/21/2020 16:00:00,120.41
7/22/2020 16:00:00,122.9
7/23/2020 16:00:00,121.62
7/24/2020 16:00:00,120.15
7/27/2020 16:00:00,120.55
7/28/2020 16:00:00,118.89
7/29/2020 16:00:00,119.7
7/30/2020 16:00:00,117.39
7/31/2020 16:00:00,117.43
8/3/2020 16:00:00,118.74
8/4/2020 16:00:00,120.2
8/5/2020 16:00:00,119.83
8/6/2020 16:00:00,120.47
